course_id,module_id,competency_id,name,description,domain
course_4,module_46,Routing_in_AspNetCoreMVC,Định tuyến (Routing) trong ASP.NET Core MVC,"Hiểu biết về cơ chế hoạt động của routing, cách cấu hình và tùy chỉnh các loại routing khác nhau như Conventional Routing và Attribute Routing. Biết cách truyền tham số qua URL, sử dụng route constraints, đặt tên cho routes, và tạo liên kết động bằng Razor Link Tag Helper.",Web_Frontend
course_4,module_46,State_Management_ASPNETCore,Quản lý trạng thái (State Management) trong ASP.NET Core,"Hiểu biết và thực hành kỹ năng quản lý trạng thái người dùng thông qua Session, Cookie và TempData trong ứng dụng ASP.NET Core MVC.",Web_Backend
course_4,module_46,Authentication_Basics,Xác thực cơ bản trong ASP.NET Core MVC,Hiểu khái niệm xác thực (authentication) và cách triển khai đăng nhập bằng Cookie Authentication.,Web_Backend
course_4,module_46,Authorization_RoleBased,Phân quyền dựa trên role trong ASP.NET Core MVC,Áp dụng phân quyền theo role sử dụng thuộc tính [Authorize] và quản lý quyền hạn của người dùng sau khi đăng nhập.,Web_Backend
course_4,module_46,Cookie_Authentication_Configuration,Cấu hình Cookie Authentication trong ASP.NET Core MVC,Biết cách cấu hình cookie authentication và định nghĩa các đường dẫn cho trang đăng nhập và trang bị từ chối.,Web_Backend
course_4,module_46,Claims_Management,Quản lý claims khi xác thực người dùng,"Hiểu cách tạo và quản lý các claim cho người dùng sau khi đăng nhập, bao gồm việc thêm nhiều role vào một claim.",Web_Backend
course_4,module_46,Access_Control_Protection,Bảo vệ trang bằng [Authorize] và [AllowAnonymous],Hiểu cách sử dụng thuộc tính [Authorize] và [AllowAnonymous] để kiểm soát quyền hạn truy cập vào các controller và action.,Web_Backend
course_4,module_46,Access_Denied_Handling,Xử lý khi bị từ chối truy cập,Biết cách xử lý tình huống người dùng bị từ chối truy cập và hiển thị thông báo lỗi quyền hạn.,Web_Backend
course_4,module_46,User_Information_Display,Hiển thị thông tin người dùng đã đăng nhập,Biết cách kiểm tra trạng thái xác thực của người dùng và hiển thị thông tin của họ sau khi đăng nhập.,Web_Backend
course_4,module_46,Real_World_Application_Development,Triển khai ứng dụng phân quyền theo role trong thực tế,Áp dụng kiến thức về xác thực và phân quyền để phát triển các ứng dụng có yêu cầu khác nhau về quyền hạn truy cập.,Web_Backend
course_4,module_46,ASPNET_Identity_and_EntityFramework,ASP.NET Identity và Entity Framework,Nắm vững cách sử dụng ASP.NET Identity để quản lý tài khoản người dùng và tích hợp với Entity Framework Core.,Web_Backend
course_4,module_47,Software_Engineering_Basics,Cơ bản kỹ thuật phần mềm (Software Engineering),"Hiểu về khái niệm, quy trình và mô hình phát triển phần mềm.",Software_Development
course_4,module_47,Software_Project_Management,Quản lý dự án phần mềm,Nắm vững các giai đoạn trong chuỗi đời vòng đời sản phẩm phần mềm và vai trò của tài liệu kỹ thuật.,Project_Management
course_4,module_47,Software_Development_Models,Mô hình phát triển phần mềm,"Biết các mô hình phổ biến như Thác nước, Lặp, Xoắn ốc và Agile/Scrum, cùng ưu nhược điểm của chúng.",Software_Development
course_4,module_47,Software_Quality_Attributes,Tính chất phần mềm tốt,"Hiểu về các tiêu chí đánh giá chất lượng phần mềm như chính xác, tin cậy, bảo trì, hiệu quả và khả chuyển.",Software_Quality
course_4,module_47,SDLC_Processes,Chuỗi đời vòng đời sản phẩm phần mềm (SDLC),"Nắm vững quy trình phát triển phần mềm, từ khởi tạo đến bảo trì.",Software_Development
course_4,module_47,UML_Modeling,Mô hình hóa UML,"Hiểu biết về các loại biểu đồ UML như Use Case, Activity, Sequence, Class, State Machine và kỹ năng vẽ, diễn giải chúng.",SoftwareEngineering
course_4,module_47,Use_Case_Diagram,Biểu đồ Use Case Diagram,Nắm rõ cách xây dựng và sử dụng biểu đồ Use Case để mô hình hóa chức năng hệ thống từ góc nhìn người dùng.,SoftwareEngineering
course_4,module_47,Activity_Diagram,Biểu đồ Activity Diagram,"Hiểu cách mô tả luồng xử lý trong hệ thống bằng biểu đồ Activity, bao gồm các yếu tố như action node, decision, swimlane.",SoftwareEngineering
course_4,module_47,Sequence_Diagram,Biểu đồ Sequence Diagram,Kiến thức về cách mô hình hóa tương tác thời gian giữa các đối tượng trong hệ thống.,SoftwareEngineering
course_4,module_47,Class_Diagram,Biểu đồ Class Diagram,"Nắm bắt kỹ năng mô hình hóa cấu trúc dữ liệu và hướng đối tượng bằng biểu đồ Class, bao gồm các mối quan hệ như association, aggregation, inheritance.",SoftwareEngineering
course_4,module_47,State_Machine_Diagram,Biểu đồ State Machine Diagram,Hiểu biết về cách mô hình hóa hành vi trạng thái của đối tượng trong hệ thống.,SoftwareEngineering
course_4,module_47,UML_Diagram_Integration,Liên kết biểu đồ UML,"Kiến thức về cách liên kết các biểu đồ UML khác nhau (Use Case, Activity, Sequence, Class, State Machine) để tạo nên quy trình thiết kế hệ thống.",SoftwareEngineering
course_4,module_47,Software_Design_Basics,Kiến thức cơ bản về thiết kế phần mềm,Hiểu vai trò của thiết kế phần mềm trong vòng đời phát triển phần mềm và các nguyên tắc thiết kế hướng đối tượng.,Software_Development
course_4,module_47,Architecture_Design,Thiết kế kiến trúc phần mềm,"Phân biệt thiết kế kiến trúc (Architecture Design) và thiết kế chi tiết (Detailed Design), nắm vững các mô hình kiến trúc phổ biến như Layered, MVC, Microservices, Client–Server.",Software_Development
course_4,module_47,Design_Patterns,Mẫu thiết kế phần mềm,"Áp dụng các mẫu thiết kế (Design Patterns) như Singleton, Factory Method, Adapter, Facade để giải quyết vấn đề tái sử dụng mã và giảm phụ thuộc.",Software_Development
course_4,module_47,UI_UX_Design,Thiết kế giao diện người dùng (UI/UX),"Tuân thủ nguyên tắc Heuristic của Nielsen, sử dụng mockup/wireframe và đảm bảo tính khả năng truy cập (Accessibility) và tính thân thiện người dùng.",User_Centered_Design
course_4,module_47,Data_Modeling,Thiết kế và tổ chức dữ liệu (Data Modeling),"Hiểu cách thiết kế, mô hình hóa và chuẩn hóa dữ liệu trong quá trình phát triển phần mềm.",Database_and_Data_Science
course_4,module_47,UI_UX_Design,Thiết kế giao diện người dùng (UI) và trải nghiệm người dùng (UX),"Hiểu vai trò của UI và UX trong phần mềm, áp dụng nguyên tắc thiết kế UI chuẩn, tạo luồng thao tác hiệu quả và tối ưu hóa trải nghiệm người dùng.",Software_UX_UI
course_4,module_47,Process_Flow_Design,Thiết kế xử lý (Process & Logic Design),"Mô hình hóa luồng xử lý nghiệp vụ bằng Activity Diagram hoặc Flowchart, đảm bảo sự chính xác và hiệu quả của các quá trình logic.",Software_ProcessDesign
course_4,module_47,Algorithm_Development,Phát triển thuật toán,"Tạo lập và tối ưu hóa thuật toán để giải quyết bài toán một cách hiệu quả, đảm bảo tính đúng đắn, hiệu suất và khả mở rộng của thuật toán.",Software_Algorithms
course_4,module_47,Repository_Pattern,Pattern Repository,Hiểu biết về mẫu thiết kế Repository trong phát triển phần mềm để tách biệt logic truy xuất dữ liệu khỏi nghiệp vụ.,Software_Development
course_4,module_47,CRUD_Operations,"CRUD Operations (Create, Read, Update, Delete)","Nắm vững các phương thức CRUD chuẩn hóa trong Repository Pattern như findById, findAll, save, update, delete.",Web_Frontend
course_4,module_47,Service_Layer_Design,Design of Service Layer,Hiểu về việc thiết kế Service Layer và cách nó tương tác với Repository Layer để tạo cấu trúc mã nguồn rõ ràng.,Web_Frontend
course_4,module_47,Dependency_Injection,Dependency Injection,Biết cách sử dụng Dependency Injection để cung cấp sự linh hoạt và bảo trì dễ dàng cho các đối tượng trong hệ thống.,Web_Frontend
course_4,module_47,Modularization_Principles,Principles of Modularity,Áp dụng nguyên tắc phong cách lập trình mô-đun hóa như Single Responsibility và tách biệt các tầng trong hệ thống.,Web_Frontend
course_4,module_47,Clean_Architecture,Clean Architecture,Hiểu về Clean Architecture và cách áp dụng Repository Pattern để tuân thủ nguyên tắc SOLID.,Web_Frontend
course_4,module_47,Database_Technologies,Database Technologies,"Nắm vững cách triển khai và sử dụng các công nghệ cơ sở dữ liệu như SQL, NoSQL, hoặc API trong mô hình Repository.",Web_Frontend
course_4,module_47,Unit_Testing,Unit Testing,Viết và thực hiện Unit Tests cho các repository để đảm bảo tính ổn định và khả năng tái sử dụng của mã nguồn.,Software_Development
course_4,module_47,Software_Testing_History,Lịch sử và khái niệm về kiểm thử phần mềm,Hiểu lịch sử phát triển của kiểm thử phần mềm từ những năm 1950 và mục tiêu hiện tại của nó.,Quality_Assurance
course_4,module_47,Testing_Versus_Debugging,Kiểm thử phần mềm và điều tra lỗi (Debugging),"Phân biệt giữa quá trình kiểm thử và điều tra lỗi, biết rằng mục tiêu của kiểm thử là tìm ra lỗi trong khi debugging tập trung vào việc sửa lỗi.",Quality_Assurance
course_4,module_47,V_Model_Overview,Mô hình chữ V trong quy trình phát triển phần mềm,"Hiểu và áp dụng mô hình chữ V để diễn đạt mối quan hệ giữa các giai đoạn phát triển và kiểm thử, từ yêu cầu đến nghiệm thu.",Quality_Assurance
course_4,module_47,Testing_requirements,Yêu cầu đối với quy trình kiểm thử,"Nắm rõ các đặc điểm của quá trình kiểm thử như đầy đủ, khách quan, lặp lại được và đo lường được, cùng việc đảm bảo truy xuất nguồn gốc.",Quality_Assurance
course_4,module_47,Black_Box_Testing,Phương pháp Hộp đen (Black Box) trong kiểm thử phần mềm,"Hiểu và áp dụng phương pháp Black Box, bao gồm kỹ thuật Equivalence Partitioning và Boundary Value Analysis.",Quality_Assurance
course_4,module_47,White_Box_Testing,Phương pháp Hộp trắng (White Box) trong kiểm thử phần mềm,"Hiểu về phương pháp White Box, bao gồm kỹ thuật Path Testing, Branch Testing và Condition Testing, cùng công cụ hỗ trợ như JUnit, TestNG.",Quality_Assurance
course_4,module_47,Grey_Box_Testing,Phương pháp Hộp xám (Grey Box) trong kiểm thử phần mềm,"Hiểu và áp dụng phương pháp Grey Box, kết hợp giữa Black Box và White Box.",Quality_Assurance
course_4,module_47,Unit_Testing,Kiểm thử đơn vị (Unit Testing),"Viết và thực hiện kiểm thử đơn vị cho các module hoặc hàm riêng lẻ, sử dụng framework như JUnit, NUnit, PyTest.",Quality_Assurance
course_4,module_47,Functional_Testing,Kiểm thử chức năng (Functional Testing),"Đảm bảo các chức năng hoạt động đúng yêu cầu và có thể thực hiện tự động bằng Selenium, Playwright.",Quality_Assurance
course_4,module_47,Integration_Testing,Kiểm thử tích hợp (Integration Testing),"Kiểm tra tương tác giữa các module hoặc dịch vụ, phát hiện lỗi giao tiếp API.",Quality_Assurance
course_4,module_47,System_Testing,Kiểm thử hệ thống (System Testing),"Đánh giá toàn bộ hệ thống trong môi trường thực tế, bao gồm performance, security và usability.",Quality_Assurance
course_4,module_47,Acceptance_Testing,Kiểm thử chấp nhận (Acceptance Testing),Người dùng hoặc khách hàng xác nhận phần mềm đạt yêu cầu nghiệp vụ.,Quality_Assurance
course_4,module_47,Beta_Testing,Kiểm thử Beta,Phát hành cho nhóm người dùng nhỏ để thu thập phản hồi trước khi phát hành chính thức.,Quality_Assurance
course_4,module_47,Regression_and_Performance_Security_Testing,"Kiểm thử hồi quy (Regression Testing), hiệu suất (Performance Testing) và an toàn (Security Testing)","Áp dụng các kỹ thuật kiểm thử như Regression Testing, Performance Testing và Security Testing.",Quality_Assurance
course_4,module_47,SoftwareMaintenance,Bảo trì phần mềm,"Hiểu khái niệm, vai trò và quy trình bảo trì trong vòng đời phần mềm. Phân biệt các loại bảo trì (Corrective, Adaptive, Perfective, Preventive). Xây dựng kế hoạch bảo trì và áp dụng nguyên tắc bảo trì trong các mô hình phát triển hiện đại như Agile, DevOps.",SoftwareEngineering
course_4,module_48,NET_Framework_Concepts,.NET FrameworkConcepts,"Understand the structure and role of .NET Framework in software development, including Common Language Runtime (CLR), Just-In-Time (JIT) Compiler, Garbage Collector, Base Class Library (BCL), Common Type System (CTS), and Common Language Specification (CLS).",Software_Development
course_4,module_48,IL_Code_and_JIT_Compile,.NET Intermediate Language Code and JIT Compilation,Explain the process of compiling C# code into Microsoft Intermediate Language (MSIL) and how Just-In-Time (JIT) compilation translates MSIL to native code for execution.,Software_Development
course_4,module_48,CLR_Functions,.NET Common Language Runtime Functions,"Describe the functions of the Common Language Runtime including memory management, garbage collection, exception handling, type safety, and thread management.",Software_Development
course_4,module_48,Garbage_Collection_Mechanism,.NET Garbage Collection Mechanism,Understand the generational heap mechanism of .NET's garbage collector in managing memory and reducing memory leaks.,Software_Development
course_4,module_48,Assembly_And_Metadata,.NET Assembly and Metadata,"Explain the concept of assembly as a deployment unit in .NET, including its structure and use of metadata, and how tools like ildasm can be used to analyze assemblies.",Software_Development
